record_id,hour,day_of_week,is_holiday,weather,road_type,lanes,traffic_volume
503,14,4,0.0,Clear,Local,4,352
504,1,1,0.0,Clear,Main,5,681
505,20,0,0.0,Clear,Highway,2,663
506,22,5,0.0,Clear,Local,3,331
507,21,0,0.0,Rain,Highway,2,592
508,2,1,0.0,Snow,Main,4,651
509,4,6,0.0,Snow,Main,5,595
510,23,1,0.0,Rain,Main,2,475
511,10,6,0.0,Rain,Main,2,538
512,20,4,0.0,Clear,Local,5,489
513,11,1,0.0,Clear,Local,3,294
514,2,2,0.0,Rain,Main,3,576
515,8,0,0.0,Clear,Highway,3,892
516,2,1,0.0,Clear,Local,5,461
517,1,2,0.0,Rain,Highway,2,660
518,5,1,0.0,Snow,Main,4,549
519,23,5,0.0,Clear,Local,2,301
520,5,2,0.0,Clear,Local,5,413
521,16,3,0.0,Clear,Local,5,550
522,7,2,0.0,Clear,Highway,2,869
523,0,4,0.0,Clear,Main,5,590
524,7,6,0.0,Snow,Main,2,655
525,21,2,0.0,Clear,Local,2,299
526,14,1,1.0,Clear,Local,3,255
527,17,3,0.0,Rain,Main,5,915
528,12,3,1.0,Clear,Highway,5,795
529,7,2,0.0,Rain,Local,3,466
530,19,1,0.0,Clear,Highway,3,1000
531,17,3,0.0,Rain,Highway,3,954
532,12,5,0.0,Clear,Main,4,620
533,13,2,0.0,Clear,Main,5,736
534,14,2,0.0,Clear,Highway,2,660
535,5,6,0.0,Clear,Highway,2,658
536,0,2,0.0,Clear,Main,2,448
537,6,3,0.0,Clear,Local,5,433
538,0,0,0.0,Snow,Highway,4,863
539,14,1,1.0,Clear,Local,5,294
540,5,4,0.0,Rain,Highway,5,825
541,4,4,0.0,Rain,Main,5,698
542,11,1,1.0,Rain,Local,5,381
543,2,0,0.0,Snow,Main,5,625
544,21,6,0.0,Clear,Highway,4,789
545,19,6,0.0,Clear,Main,3,845
546,13,6,0.0,Clear,Local,2,379
547,5,6,1.0,Clear,Main,5,635
548,3,1,0.0,Clear,Local,5,518
549,14,2,0.0,Clear,Main,5,616
550,16,5,0.0,Clear,Main,2,590
551,4,1,0.0,Rain,Local,4,363
552,23,1,,Snow,Local,2,217
553,5,5,0.0,Rain,Local,4,405
554,9,3,0.0,Clear,Highway,3,1000
555,8,4,0.0,Clear,Main,5,883
556,3,4,0.0,Rain,Local,4,396
557,8,2,0.0,Clear,Highway,2,914
558,7,5,0.0,Rain,Highway,4,1000
559,2,6,0.0,Rain,Local,4,407
560,21,6,,Clear,Local,3,335
561,19,2,1.0,Clear,Local,5,562
562,0,3,0.0,Clear,Highway,5,855
563,19,2,0.0,Clear,Highway,2,943
564,4,5,0.0,Clear,Main,2,500
565,2,5,0.0,Snow,Highway,3,802
566,3,0,0.0,Clear,Local,4,387
567,22,3,0.0,Clear,Main,4,589
568,23,5,0.0,Clear,Main,2,509
569,18,5,0.0,Clear,Main,5,1000
570,14,3,0.0,Rain,Main,4,545
571,18,6,,Clear,Local,3,654
572,15,1,1.0,Snow,Main,2,385
573,22,6,0.0,Snow,Local,4,396
574,7,1,0.0,Rain,Highway,5,984
575,13,0,0.0,Clear,Local,5,544
576,4,6,0.0,Clear,Main,3,561
577,0,5,0.0,Rain,Highway,3,782
578,18,3,1.0,Rain,Highway,2,775
579,4,3,0.0,Rain,Highway,2,667
580,2,1,0.0,Clear,Main,5,670
581,16,6,0.0,Clear,Local,5,441
582,6,4,0.0,Snow,Local,4,422
583,16,4,0.0,Clear,Main,4,705
584,12,5,0.0,Clear,Main,4,625
585,21,1,0.0,Clear,Highway,3,727
586,21,5,0.0,Rain,Local,3,317
587,13,2,0.0,Clear,Main,4,561
588,22,3,1.0,Clear,Main,5,528
589,11,6,0.0,Clear,Local,2,280
590,10,6,0.0,Clear,Highway,3,755
591,0,5,,Rain,Highway,3,776
592,2,0,0.0,Clear,Highway,4,821
593,11,6,0.0,Clear,Local,2,306
594,8,4,0.0,Clear,Main,3,760
595,1,5,0.0,Clear,Main,2,626
596,13,2,0.0,Clear,Main,3,513
597,4,3,0.0,Snow,Main,2,498
598,2,6,0.0,Snow,Local,2,210
599,11,2,0.0,Clear,Highway,3,730
600,11,5,0.0,Clear,Highway,2,655
601,20,3,0.0,Clear,Highway,5,813
602,6,3,0.0,Rain,Highway,3,690
603,0,1,1.0,Clear,Main,3,382
604,2,1,0.0,Clear,Main,5,656
605,10,0,0.0,Rain,Local,2,335
606,12,0,0.0,Clear,Highway,5,811
607,21,6,1.0,Clear,Main,3,348
608,22,2,0.0,Clear,Main,5,655
609,9,1,0.0,Clear,Main,2,723
610,18,3,0.0,Snow,Highway,5,1000
611,3,1,0.0,Rain,Main,3,498
612,21,3,,Clear,Highway,2,669
613,4,1,0.0,Clear,Highway,3,694
614,10,3,,Clear,Local,3,313
615,8,2,0.0,Clear,Local,4,560
616,12,1,1.0,Clear,Highway,3,624
617,16,4,1.0,Clear,Highway,3,637
618,14,4,0.0,Clear,Highway,2,705
619,12,3,0.0,Clear,Main,2,457
620,20,2,0.0,Clear,Main,2,493
621,10,3,0.0,Clear,Main,5,604
622,0,2,0.0,Clear,Local,5,362
623,7,0,0.0,Clear,Highway,2,927
624,22,1,0.0,Clear,Main,5,616
625,4,2,0.0,Clear,Main,4,513
626,21,3,1.0,Clear,Local,5,378
627,15,6,0.0,Clear,Local,4,387
628,3,6,0.0,Clear,Highway,2,722
629,18,0,0.0,Clear,Highway,2,970
630,17,6,1.0,Clear,Main,5,745
631,22,3,0.0,Rain,Main,2,546
632,1,4,0.0,Clear,Main,2,408
633,12,4,0.0,Snow,Main,3,530
634,15,1,0.0,Rain,Main,2,476
635,21,5,0.0,Clear,Local,3,311
636,7,1,1.0,Rain,Highway,2,861
637,18,6,1.0,Clear,Local,4,565
638,2,0,0.0,Clear,Highway,4,729
639,18,6,0.0,Rain,Highway,2,886
640,16,4,0.0,Snow,Highway,4,907
641,8,2,0.0,Clear,Local,4,576
642,20,4,0.0,Clear,Main,4,560
643,20,5,0.0,Rain,Highway,5,907
644,22,1,0.0,Snow,Highway,4,711
645,16,3,0.0,Clear,Local,3,419
646,0,6,0.0,Clear,Local,5,410
647,3,0,0.0,Clear,Main,3,575
648,22,5,0.0,Clear,Main,3,526
649,14,4,0.0,Snow,Highway,3,671
650,11,2,0.0,Clear,Local,5,458
651,16,5,0.0,Snow,Main,2,547
652,11,2,0.0,Rain,Main,4,482
653,15,2,,Clear,Main,4,542
654,12,0,0.0,Clear,Local,2,361
655,10,2,0.0,Clear,Local,2,319
656,14,2,0.0,Clear,Local,3,373
657,15,4,0.0,Clear,Local,5,496
658,5,0,0.0,Clear,Local,3,373
659,10,3,0.0,Clear,Highway,4,807
660,14,3,1.0,Clear,Highway,2,655
661,4,2,0.0,Clear,Local,4,380
662,2,5,0.0,Clear,Highway,2,699
663,1,1,0.0,Rain,Local,5,491
664,0,0,0.0,Clear,Highway,3,711
665,14,6,0.0,Clear,Highway,4,871
666,1,1,0.0,Rain,Main,5,664
667,19,0,0.0,Rain,Local,4,592
668,5,0,0.0,Snow,Highway,2,690
669,11,4,0.0,Clear,Highway,4,730
670,20,2,1.0,Clear,Main,5,554
671,15,4,0.0,Clear,Highway,5,831
672,13,5,0.0,Clear,Main,3,506
673,3,6,0.0,Clear,Highway,4,710
674,7,1,0.0,Clear,Main,2,660
675,11,1,1.0,Clear,Main,4,490
676,22,3,0.0,Clear,Local,3,331
677,13,5,0.0,Clear,Local,2,228
678,19,6,0.0,Clear,Highway,2,951
679,12,5,0.0,Clear,Local,3,300
680,4,4,0.0,Rain,Local,2,346
681,11,4,0.0,Rain,Local,5,503
682,9,5,0.0,Clear,Highway,5,1000
683,20,4,0.0,Rain,Highway,2,778
684,18,3,0.0,Clear,Local,4,642
685,12,6,0.0,Clear,Local,2,234
686,8,6,1.0,Clear,Highway,4,959
687,10,4,1.0,Snow,Local,3,330
688,4,4,1.0,Clear,Main,5,599
689,12,6,1.0,Clear,Highway,5,711
690,9,5,0.0,Snow,Highway,3,888
691,17,6,0.0,Clear,Main,3,782
692,14,5,0.0,Rain,Local,5,573
693,19,4,0.0,Clear,Main,3,741
694,11,4,0.0,Clear,Local,2,341
695,3,5,0.0,Snow,Local,2,295
696,4,1,1.0,Clear,Highway,4,747
697,7,2,0.0,Rain,Highway,4,937
698,4,1,0.0,Snow,Local,4,387
699,0,4,0.0,Clear,Main,2,455
700,17,0,0.0,Clear,Highway,5,1000
701,18,0,0.0,Clear,Local,4,686
702,18,3,0.0,Clear,Highway,2,894
703,9,1,0.0,Clear,Highway,5,1000
704,21,5,0.0,Snow,Highway,3,752
705,8,3,0.0,Clear,Main,2,652
706,0,3,0.0,Snow,Main,3,513
707,21,0,1.0,Rain,Local,4,316
708,19,1,0.0,Snow,Main,5,898
709,2,2,1.0,Snow,Local,2,201
710,12,6,0.0,Rain,Local,4,388
711,5,5,0.0,Rain,Highway,4,785
712,5,1,0.0,Rain,Highway,5,848
713,17,3,0.0,Rain,Main,3,871
714,4,4,0.0,Rain,Local,4,426
715,16,3,0.0,Rain,Local,5,443
716,2,1,0.0,Clear,Highway,5,795
717,4,0,1.0,Clear,Highway,2,579
718,2,6,0.0,Clear,Highway,4,753
719,22,1,1.0,Clear,Main,3,410
720,12,2,0.0,Clear,Local,3,256
721,14,5,0.0,Rain,Local,4,399
722,16,5,0.0,Clear,Local,3,453
723,14,4,0.0,Clear,Highway,5,859
724,4,4,0.0,Rain,Main,5,686
725,21,3,0.0,Snow,Main,4,647
726,13,1,0.0,Rain,Highway,3,735
727,10,5,0.0,Rain,Main,5,639
728,13,0,0.0,Clear,Main,4,530
729,6,2,0.0,Clear,Local,5,459
730,2,3,1.0,Clear,Highway,4,702
731,22,1,1.0,Clear,Highway,2,557
732,19,0,0.0,Clear,Highway,2,1000
733,9,1,0.0,Snow,Highway,4,961
734,10,0,0.0,Rain,Local,2,442
735,5,6,0.0,Clear,Main,2,520
736,4,1,0.0,Clear,Main,3,548
737,19,1,0.0,Clear,Local,2,646
738,21,6,0.0,Clear,Main,3,435
739,12,5,0.0,Rain,Highway,2,685
740,11,3,1.0,Clear,Local,2,178
741,18,1,0.0,Rain,Local,5,690
742,18,1,0.0,Rain,Highway,4,1000
743,20,3,0.0,Clear,Highway,2,689
744,4,3,0.0,Rain,Highway,4,870
745,19,4,0.0,Clear,Main,4,871
746,20,4,0.0,Clear,Highway,5,874
747,8,5,0.0,Clear,Local,4,623
748,3,3,0.0,Clear,Main,4,535
749,14,6,0.0,Clear,Main,2,510
750,2,2,0.0,Clear,Local,5,461
751,22,5,0.0,Clear,Main,4,543
752,6,0,0.0,Clear,Highway,2,744
753,23,3,0.0,Rain,Highway,5,748
754,19,4,0.0,Clear,Highway,2,1000
755,19,1,0.0,Rain,Highway,5,1000
756,13,3,0.0,Clear,Main,5,607
757,13,3,0.0,Rain,Local,3,380
758,8,4,0.0,Clear,Main,3,781
759,22,4,0.0,Clear,Local,3,452
760,2,2,0.0,Clear,Local,4,489
761,8,5,0.0,Clear,Highway,2,833
762,20,4,0.0,Clear,Main,5,636
763,3,4,0.0,Rain,Highway,2,654
764,16,4,0.0,Snow,Main,4,637
765,5,5,0.0,Clear,Main,3,620
766,15,1,0.0,Clear,Highway,3,684
767,17,3,1.0,Clear,Main,2,646
768,12,3,0.0,Snow,Highway,2,668
769,6,4,0.0,Clear,Local,5,492
770,2,6,0.0,Clear,Highway,2,720
771,5,6,0.0,Clear,Main,5,708
772,23,5,0.0,Clear,Main,5,628
773,2,2,0.0,Clear,Local,3,344
774,11,4,0.0,Clear,Local,2,319
775,4,5,0.0,Clear,Local,3,336
776,21,5,0.0,Clear,Highway,5,864
777,16,2,0.0,Rain,Highway,3,813
778,9,5,0.0,Snow,Main,3,856
779,6,3,0.0,Clear,Local,5,425
780,3,2,1.0,Clear,Local,4,407
781,9,2,0.0,Clear,Highway,4,974
782,6,0,0.0,Clear,Main,2,543
783,22,2,0.0,Clear,Local,3,325
784,10,2,0.0,Clear,Highway,2,648
785,20,1,0.0,Clear,Highway,3,811
786,7,3,0.0,Clear,Local,2,497
787,7,4,0.0,Clear,Local,2,564
788,4,0,0.0,Clear,Main,5,687
789,4,2,0.0,Rain,Local,4,420
790,6,1,0.0,Rain,Highway,4,827
791,21,1,0.0,Snow,Local,4,454
792,3,5,1.0,Rain,Local,5,396
793,1,4,1.0,Clear,Main,4,479
794,23,4,0.0,Rain,Highway,5,871
795,18,6,0.0,Clear,Local,3,675
796,1,3,0.0,Clear,Highway,5,852
797,15,6,0.0,Clear,Main,2,475
798,11,5,0.0,Clear,Highway,2,668
799,14,2,0.0,Snow,Local,3,392
800,9,1,0.0,Rain,Local,3,537
801,22,0,0.0,Clear,Main,2,518
802,5,3,0.0,Clear,Main,4,585
803,23,2,0.0,Rain,Main,4,658
804,12,5,0.0,Clear,Highway,4,807
805,5,4,1.0,Clear,Highway,3,721
806,22,5,0.0,Clear,Highway,2,769
807,1,2,0.0,Rain,Highway,5,845
808,13,5,0.0,Clear,Main,3,616
809,17,4,0.0,Rain,Highway,2,933
810,5,2,0.0,Rain,Highway,4,813
811,18,0,0.0,Clear,Highway,4,1000
812,13,6,0.0,Clear,Highway,4,829
813,12,3,0.0,Clear,Main,2,515
814,7,5,0.0,Clear,Main,4,825
815,4,4,1.0,Clear,Local,2,131
816,12,0,0.0,Clear,Local,3,250
817,5,1,0.0,Clear,Highway,5,793
818,21,0,1.0,Clear,Highway,4,724
819,18,0,0.0,Clear,Main,3,833
820,10,0,0.0,Clear,Local,3,406
821,15,4,0.0,Clear,Highway,2,679
822,4,1,0.0,Rain,Local,3,360
823,11,3,0.0,Clear,Local,2,264
824,16,0,0.0,Clear,Local,2,368
825,1,4,0.0,Clear,Main,3,514
826,9,4,0.0,Rain,Highway,2,958
827,14,3,0.0,Clear,Highway,2,687
828,18,6,0.0,Snow,Main,2,828
829,19,2,0.0,Rain,Main,3,809
830,16,1,0.0,Clear,Main,5,658
831,18,1,0.0,Clear,Local,2,512
832,18,5,0.0,Clear,Local,4,758
833,12,0,0.0,Clear,Highway,3,799
834,12,2,1.0,Clear,Highway,3,675
835,15,6,0.0,Clear,Local,2,311
836,21,1,0.0,Snow,Local,3,316
837,20,6,0.0,Clear,Main,4,633
838,2,5,0.0,Clear,Local,5,446
839,3,0,0.0,Clear,Highway,3,752
840,6,2,0.0,Clear,Highway,3,794
841,2,4,1.0,Rain,Main,3,464
842,8,0,0.0,Clear,Main,2,700
843,7,2,0.0,Rain,Highway,4,1000
844,17,3,0.0,Clear,Local,5,659
845,20,1,0.0,Rain,Local,4,317
846,13,6,0.0,Clear,Highway,4,760
847,19,0,0.0,Rain,Local,3,607
848,4,5,0.0,Rain,Local,5,484
849,2,4,0.0,Rain,Highway,4,762
850,9,5,0.0,Clear,Highway,5,1000
851,10,6,0.0,Clear,Main,2,509
852,16,0,0.0,Clear,Highway,3,757
853,7,1,1.0,Snow,Main,2,535
854,8,1,0.0,Clear,Main,5,777
855,7,2,0.0,Rain,Local,3,460
856,19,5,0.0,Clear,Highway,2,1000
857,1,5,1.0,Clear,Local,3,310
858,3,4,0.0,Clear,Highway,2,699
859,15,6,0.0,Clear,Highway,4,739
860,8,2,1.0,Clear,Local,3,436
861,8,4,0.0,Clear,Main,5,921
862,20,0,0.0,Clear,Highway,3,724
863,4,0,0.0,Rain,Main,5,604
864,2,5,0.0,Clear,Local,2,280
865,13,6,0.0,Rain,Local,2,285
866,14,2,0.0,Clear,Highway,5,886
867,5,6,0.0,Rain,Local,2,189
868,15,3,0.0,Clear,Highway,3,758
869,22,1,,Clear,Highway,2,665
870,9,6,0.0,Clear,Highway,5,1000
871,13,2,0.0,Clear,Highway,5,887
872,11,6,0.0,Clear,Highway,4,734
873,8,2,0.0,Rain,Local,5,658
874,22,0,1.0,Rain,Highway,2,624
875,18,1,0.0,Clear,Main,5,928
876,11,6,0.0,Rain,Highway,2,735
877,12,6,0.0,Clear,Highway,2,728
878,22,6,0.0,Clear,Highway,4,835
879,12,2,0.0,Clear,Local,2,255
880,16,6,0.0,Rain,Main,5,718
881,1,0,0.0,Clear,Main,5,590
882,19,0,0.0,Snow,Main,5,918
883,22,5,0.0,Clear,Local,2,265
884,8,5,0.0,Rain,Local,5,564
885,20,2,0.0,Rain,Highway,3,721
886,7,2,0.0,Rain,Local,3,544
887,6,0,0.0,Clear,Main,5,719
888,4,5,0.0,Clear,Main,2,590
889,18,6,0.0,Clear,Local,5,693
890,2,6,0.0,Clear,Local,3,280
891,12,2,0.0,Rain,Main,2,434
892,5,1,0.0,Clear,Main,5,688
893,10,0,,Clear,Main,2,535
894,3,0,0.0,Clear,Main,5,619
895,2,2,0.0,Clear,Main,4,541
896,3,2,0.0,Rain,Local,2,349
897,2,2,0.0,Clear,Local,3,288
898,12,6,0.0,Rain,Highway,3,727
899,14,6,0.0,Clear,Highway,3,773
900,11,1,1.0,Clear,Highway,3,549
901,14,0,0.0,Clear,Local,5,497
902,10,3,0.0,Clear,Highway,5,969
903,10,1,0.0,Clear,Highway,2,705
904,12,1,0.0,Rain,Local,4,398
905,11,6,0.0,Clear,Main,4,602
906,5,5,0.0,Clear,Local,2,311
907,22,0,0.0,Rain,Local,3,313
908,19,6,0.0,Clear,Main,4,793
909,18,3,0.0,Rain,Highway,4,1000
910,18,0,0.0,Clear,Local,2,557
911,2,1,0.0,Clear,Local,3,300
912,15,2,1.0,Clear,Main,5,482
913,8,0,0.0,Clear,Local,5,627
914,13,0,0.0,Clear,Highway,4,733
915,2,2,0.0,Clear,Main,5,683
916,2,3,0.0,Rain,Local,2,127
917,23,3,0.0,Clear,Highway,4,741
918,19,0,0.0,Clear,Highway,4,1000
919,6,6,1.0,Clear,Local,3,238
920,18,2,0.0,Clear,Highway,5,1000
921,23,5,0.0,Clear,Main,3,543
922,2,0,1.0,Clear,Highway,4,668
923,20,2,0.0,Snow,Main,5,704
924,0,1,0.0,Clear,Main,3,521
925,11,5,1.0,Clear,Main,5,508
926,20,2,0.0,Clear,Local,4,432
927,5,6,0.0,Clear,Highway,4,703
928,6,0,0.0,Clear,Local,4,385
929,1,4,0.0,Clear,Local,2,274
930,17,3,0.0,Clear,Main,3,784
931,14,0,0.0,Clear,Local,3,325
932,14,2,0.0,Rain,Highway,4,818
933,9,5,0.0,Clear,Local,3,604
934,16,5,0.0,Snow,Local,4,422
935,17,2,0.0,Clear,Main,3,783
936,17,3,0.0,Rain,Main,5,931
937,14,0,0.0,Rain,Local,3,387
938,22,5,0.0,Rain,Main,4,618
939,5,5,0.0,Clear,Local,3,402
940,8,4,0.0,Clear,Highway,5,932
941,10,1,1.0,Clear,Highway,5,751
942,14,4,0.0,Clear,Main,5,665
943,22,1,0.0,Clear,Highway,4,725
944,2,5,,Clear,Highway,2,611
945,18,1,0.0,Clear,Local,4,695
946,0,0,0.0,Clear,Main,5,638
947,23,5,0.0,Clear,Highway,3,782
948,16,5,0.0,Clear,Main,5,701
949,10,1,0.0,Clear,Main,2,567
950,17,2,0.0,Clear,Main,2,808
951,10,1,0.0,Rain,Highway,5,918
952,6,1,1.0,Clear,Main,4,475
953,0,3,0.0,Snow,Main,2,480
954,11,3,0.0,Clear,Local,5,326
955,3,0,0.0,Rain,Local,4,346
956,7,0,0.0,Clear,Local,3,610
957,14,2,0.0,Snow,Local,4,369
958,10,3,0.0,Clear,Main,2,519
959,7,4,1.0,Rain,Local,4,512
960,11,0,1.0,Clear,Local,4,362
961,2,0,0.0,Clear,Highway,3,648
962,20,3,0.0,Clear,Local,5,467
963,3,3,0.0,Clear,Local,4,416
964,11,2,0.0,Clear,Highway,3,707
965,7,3,0.0,Snow,Main,2,748
966,22,6,,Clear,Main,5,580
967,22,1,1.0,Clear,Highway,2,653
968,9,5,0.0,Clear,Highway,5,942
969,22,4,0.0,Clear,Main,4,554
970,0,5,1.0,Clear,Local,4,293
971,12,1,0.0,Rain,Highway,5,860
972,6,6,0.0,Clear,Highway,2,606
973,19,6,0.0,Clear,Highway,2,1000
974,2,1,0.0,Clear,Main,2,537
975,15,5,1.0,Clear,Main,4,595
976,11,1,0.0,Clear,Main,5,685
977,4,0,0.0,Clear,Main,5,613
978,17,6,0.0,Clear,Main,2,696
979,7,5,0.0,Snow,Local,4,578
980,11,1,0.0,Clear,Local,5,559
981,20,0,1.0,Rain,Main,5,552
982,2,3,0.0,Clear,Main,2,504
983,15,6,1.0,Clear,Main,2,468
984,9,4,1.0,Clear,Highway,5,891
985,22,4,0.0,Clear,Highway,4,826
986,16,1,0.0,Clear,Main,3,575
987,9,4,0.0,Clear,Main,5,897
988,2,0,0.0,Snow,Highway,5,892
989,1,3,0.0,Clear,Highway,4,797
990,13,1,0.0,Rain,Highway,5,780
991,8,2,0.0,Clear,Highway,3,921
992,16,5,0.0,Clear,Highway,4,842
993,3,6,0.0,Clear,Main,3,642
994,21,4,0.0,Clear,Main,3,488
995,14,4,0.0,Clear,Highway,5,785
996,12,1,0.0,Clear,Main,3,471
997,22,5,0.0,Clear,Highway,5,811
998,18,5,0.0,Clear,Highway,5,1000
999,8,4,0.0,Clear,Highway,4,1000
1000,3,4,0.0,Clear,Main,4,496
