review_id,word_count,positive_words,negative_words,exclamation_marks,question_marks,capital_ratio,rating,sentiment
1,79,3,9,3,0,0.18818261180302828,5.0,Neutral
2,73,19,12,2,0,0.05132660244882041,5.0,Positive
3,163,4,17,0,2,0.2415149227631383,3.0,Negative
4,171,8,10,4,0,0.16558239425031432,1.0,Negative
5,64,0,8,1,0,0.29860755126501837,3.0,Negative
6,157,6,18,2,1,0.226520115916374,4.0,Negative
7,114,13,13,1,0,0.2984444273045666,1.0,Negative
8,191,6,7,1,0,0.26723461522913994,2.0,Negative
9,173,11,16,2,0,0.054642564473109244,2.0,Negative
10,197,18,3,0,2,0.22442079106867216,3.0,Positive
11,140,4,19,4,1,0.14943001854571875,1.0,Negative
12,194,7,8,0,1,0.03893139619492079,4.0,Neutral
13,44,12,12,3,2,0.17034818667868748,5.0,Positive
14,109,4,4,0,2,0.02810574670215611,1.0,Negative
15,164,14,18,0,2,0.22860374493702887,4.0,Neutral
16,17,8,13,0,2,0.10837280836071167,3.0,Negative
17,125,9,12,1,0,0.24268057610585805,2.0,Negative
18,102,13,10,1,2,0.20468322939981579,5.0,Positive
19,93,3,18,2,2,0.26350932663660154,2.0,Negative
20,66,6,6,1,1,0.055762645577454896,4.0,Positive
21,83,5,6,2,1,0.19353049252668503,5.0,Positive
22,128,2,10,0,2,0.25916286642338693,4.0,Negative
23,42,1,11,1,1,0.06834521695412156,2.0,Negative
24,76,13,10,1,2,0.2349643982158656,1.0,Negative
25,92,12,5,3,2,0.08545453122006717,2.0,Positive
26,112,15,12,4,2,0.24465240475457237,3.0,Positive
27,139,12,11,4,1,0.1546567844915596,3.0,Neutral
28,163,16,7,0,2,0.19984562993957397,4.0,Positive
29,160,11,10,0,1,0.1108898958786925,3.0,Neutral
30,170,17,16,4,1,0.24776044752037907,1.0,Negative
31,37,16,17,2,0,0.03694909718059586,1.0,Negative
32,140,3,3,2,0,0.05803468169774781,,Positive
33,190,13,4,4,0,0.02696603976009788,3.0,Positive
34,70,15,3,3,1,0.28487543601584087,4.0,Positive
35,179,10,8,1,2,0.13988652782621386,2.0,Neutral
36,75,3,19,3,1,0.1432479506373205,1.0,Negative
37,132,9,11,3,0,0.09044695441132188,5.0,Positive
38,184,14,13,3,1,0.14091084964731912,4.0,Positive
39,102,5,12,1,0,0.07052827727187923,1.0,Negative
40,55,11,5,2,0,0.2854935104264112,1.0,Neutral
41,40,5,3,2,1,0.07903617345660414,4.0,Positive
42,67,2,9,2,0,0.2776341989461428,5.0,Neutral
43,24,0,15,3,0,0.1464400407509609,1.0,Negative
44,147,7,19,0,1,0.13115349516654912,4.0,Negative
45,116,15,10,3,1,0.24114629250807745,4.0,Positive
46,95,4,2,0,1,0.14838629064765915,5.0,Positive
47,107,6,10,1,0,0.08007073215782867,1.0,Negative
48,51,5,9,4,2,0.13053972408781025,3.0,Negative
49,113,10,12,3,1,0.13189216228451026,4.0,Neutral
50,194,9,9,2,0,0.08854939076458836,4.0,Positive
51,23,8,11,0,0,0.12611809329542542,1.0,Negative
52,93,1,4,2,0,0.03603477303506345,5.0,Positive
53,108,4,14,3,0,0.28204753432317126,5.0,Negative
54,74,5,9,1,1,0.19199479196564925,1.0,Negative
55,25,19,10,1,0,0.057956682471866104,5.0,Positive
56,179,12,1,0,0,0.23682467407974234,1.0,Positive
57,124,13,16,2,0,0.07991092038365878,3.0,Negative
58,162,2,10,4,2,0.17887953772417273,2.0,Negative
59,57,11,12,0,0,0.27432550210005097,5.0,Positive
60,158,8,7,1,0,0.22958186226525915,4.0,Positive
61,116,11,1,0,2,0.03660801715276566,4.0,Positive
62,62,8,8,1,0,0.16374244195030657,1.0,Negative
63,88,18,19,3,2,0.21230160091494296,1.0,Negative
64,139,14,17,3,1,0.06060571797823718,4.0,Neutral
65,14,9,15,3,2,0.03016278229511321,5.0,Neutral
66,148,12,17,1,2,0.044407227346355695,1.0,Negative
67,118,10,11,3,1,0.2889645362151622,1.0,Negative
68,139,3,8,3,0,0.253514909872928,1.0,Negative
69,106,5,18,4,1,0.25738212995172727,2.0,Negative
70,158,12,15,4,1,0.07387114655384355,4.0,Neutral
71,180,18,8,2,2,0.16747144701875097,1.0,Positive
72,165,0,19,0,0,0.146271377689717,3.0,Negative
73,49,9,4,4,0,0.2502918547668875,5.0,Positive
74,85,2,19,0,2,0.12652312282297543,3.0,Negative
75,178,12,18,0,0,0.1613679395205834,1.0,Negative
76,34,18,14,0,1,0.1743262767856633,4.0,Positive
77,192,12,3,2,0,0.11140533648249591,5.0,Positive
78,93,0,7,0,0,0.010181205493234912,2.0,Negative
79,136,4,15,1,0,0.14857050702724892,2.0,Negative
80,65,13,11,4,1,0.14798029962701184,4.0,Positive
81,181,8,2,1,1,0.01225494777445083,3.0,Positive
82,160,3,8,1,1,0.1458850641256629,1.0,Negative
83,79,1,15,1,2,0.1533430113089075,3.0,Negative
84,132,13,14,0,0,0.04033900957985492,2.0,Negative
85,153,2,19,0,1,0.04319889174245084,4.0,Negative
86,148,3,2,0,2,0.28095867442512173,3.0,Neutral
87,140,12,4,3,0,0.05711479404865566,5.0,Positive
88,160,6,7,0,2,0.09363619344259543,3.0,Neutral
89,112,14,6,4,1,0.08930177072531183,3.0,Positive
90,81,19,12,0,2,0.19727336885810595,3.0,Positive
91,90,3,15,4,0,0.19258912367461584,2.0,Negative
92,168,15,10,4,2,0.27381712846349837,1.0,Neutral
93,158,11,13,2,0,0.12083452033336856,4.0,Neutral
94,163,16,6,3,0,0.2340213090395506,5.0,Positive
95,61,16,7,0,0,0.11322728273303224,1.0,Positive
96,69,5,8,1,2,0.07201341204838282,2.0,Negative
97,105,18,12,0,1,0.26738316388211897,2.0,Positive
98,88,11,3,0,0,0.14509857501343665,1.0,Neutral
99,100,15,3,4,0,0.1171532842706412,2.0,Positive
100,72,2,5,2,1,0.27168909095738647,2.0,Negative
101,198,11,11,1,2,0.28182235032268416,4.0,Positive
102,95,19,6,0,1,0.1354285814557221,1.0,Positive
103,47,1,10,1,2,0.005903493760396205,2.0,Negative
104,100,0,3,1,2,0.009738684323488756,3.0,Negative
105,17,18,17,4,1,0.18271002303674597,2.0,Negative
106,115,4,6,4,2,0.2556061528272708,2.0,Negative
107,136,5,6,2,0,0.2625713938406146,5.0,Positive
108,137,14,14,4,1,0.27034439581193626,2.0,Negative
109,36,19,13,2,1,0.24225452450622617,1.0,Neutral
110,174,15,14,2,1,0.2616748893785153,5.0,Positive
111,43,1,8,2,1,0.2524931003760476,1.0,Negative
112,166,8,8,2,0,0.2520558784123031,5.0,Positive
113,196,7,11,2,2,0.09824043872821393,5.0,Neutral
114,44,3,7,4,0,0.1181101108644024,5.0,Neutral
115,114,4,17,3,1,0.0951161609735589,4.0,Negative
116,97,8,14,1,0,0.04637152929375785,5.0,Neutral
117,185,10,1,4,2,0.09961852313001708,4.0,Positive
118,72,6,19,0,1,0.27222054933684625,3.0,Negative
119,75,1,10,3,0,0.29132415217412044,2.0,Negative
120,177,1,12,4,0,0.045144470063043375,5.0,Negative
121,120,11,6,4,2,0.1986065108249336,3.0,Positive
122,153,16,19,0,2,0.290087022873631,1.0,Negative
123,122,5,7,3,1,0.06200134331969961,2.0,Negative
124,74,0,5,4,0,0.2520130642360019,3.0,Negative
125,135,8,2,3,1,0.08894474712133944,4.0,Positive
126,195,9,0,1,0,0.12310024528535705,5.0,Positive
127,44,5,13,0,0,0.2748753012105723,1.0,Negative
128,125,0,0,4,1,0.017433177004149068,5.0,Positive
129,198,15,7,0,0,0.13455919669181457,2.0,Positive
130,152,9,18,1,2,0.15171437771841592,1.0,Negative
131,76,13,15,4,0,0.27028321969814717,5.0,Positive
132,37,13,5,0,0,0.17213438776343795,5.0,Positive
133,101,13,8,2,1,0.2835254443834811,5.0,Positive
134,86,12,19,1,2,0.09536363278900553,4.0,Negative
135,194,1,5,3,1,0.14809563229149364,2.0,Negative
136,15,19,2,3,1,0.006814212277633546,,Positive
137,13,1,5,0,2,0.29663510163917756,2.0,Negative
138,125,17,9,0,1,0.06998513779765593,2.0,Positive
139,110,4,12,1,1,0.27864407189037543,3.0,Negative
140,107,3,0,3,0,0.12006821534834677,2.0,Neutral
141,142,6,15,0,0,0.04956079280416542,3.0,Negative
142,178,3,11,2,2,0.12596090878598123,5.0,Negative
143,121,12,12,2,2,0.09720191541084915,5.0,Positive
144,84,10,13,4,1,0.285543199242517,1.0,Negative
145,40,1,19,4,2,0.23134639964660575,2.0,Negative
146,148,8,10,1,0,0.06223049351256139,3.0,Negative
147,73,12,13,0,1,0.16203309755222856,3.0,Neutral
148,199,9,7,1,2,0.20097942284407636,5.0,Positive
149,45,15,8,1,1,0.17379939922735776,4.0,Positive
150,135,17,12,2,2,0.27500960408275005,3.0,Positive
151,21,4,13,0,1,0.03389530881127085,4.0,Negative
152,97,17,14,3,0,0.012131193454659761,1.0,Negative
153,92,13,19,2,0,0.1835797918677106,5.0,Neutral
154,138,8,4,0,2,0.22359541807419425,4.0,Positive
155,15,1,6,3,2,0.24284077154445535,2.0,Negative
156,67,10,12,3,1,0.0633383710680935,3.0,Negative
157,29,17,2,4,0,0.05703618892814478,5.0,Positive
158,130,7,0,3,0,0.25157262243761225,5.0,Positive
159,115,6,18,2,1,0.10126005599970014,2.0,Negative
160,21,0,1,4,1,0.19790048125286042,3.0,Neutral
161,19,5,15,1,2,0.045243360204944634,5.0,Negative
162,57,3,17,1,1,0.24029855092823832,3.0,Negative
163,112,16,4,3,2,0.28826494059983954,2.0,Positive
164,136,11,5,3,2,0.29149490148254353,3.0,Positive
165,17,16,16,2,2,0.15570371029281563,3.0,Neutral
166,171,8,17,3,2,0.07178879548785307,5.0,Negative
167,12,4,3,0,2,0.04230268942377342,4.0,Positive
168,58,1,8,2,0,0.07372009214763896,5.0,Neutral
169,156,9,5,1,1,0.18648989316328565,2.0,Neutral
170,123,4,17,4,1,0.13076321948458097,2.0,Negative
171,176,18,16,3,2,0.1432212789500867,1.0,Negative
172,196,8,0,3,0,0.14228592875500296,2.0,Positive
173,76,10,1,4,2,0.23803387723204716,1.0,Positive
174,79,19,1,4,2,0.24940431235599891,2.0,Positive
175,43,19,11,2,2,0.00418578035988012,5.0,Positive
176,155,16,6,2,1,0.2754663777094705,3.0,Positive
177,159,14,18,4,0,0.11652796044314431,4.0,Neutral
178,61,3,5,4,0,0.0722449279275486,2.0,Negative
179,20,1,14,3,0,0.2988049754795497,3.0,Negative
180,197,17,14,3,2,0.03675831305325698,1.0,Negative
181,33,17,12,3,0,0.09631495324524102,5.0,Positive
182,16,10,12,0,0,0.27213019728295246,2.0,Negative
183,80,13,14,0,0,0.14268955480728657,4.0,Neutral
184,61,12,9,1,0,0.2777423515880769,5.0,Positive
185,97,1,14,2,1,0.0724542170975069,4.0,Negative
186,41,16,0,0,1,0.12222544147975721,2.0,Positive
187,61,18,6,2,0,0.01549582026088101,1.0,Positive
188,41,15,14,3,1,0.1362805237153015,5.0,Positive
189,181,14,2,4,2,0.00014878368783906025,5.0,Positive
190,34,18,11,3,0,0.09506433888471973,3.0,Positive
191,60,10,4,4,2,0.21453403357706866,3.0,Positive
192,184,1,2,4,2,0.21724432258713935,4.0,Neutral
193,106,4,3,1,0,0.12833613951424197,5.0,Positive
194,170,15,9,2,0,0.0038877317230662897,1.0,Neutral
195,128,3,19,4,1,0.03929967148806128,2.0,Negative
196,47,18,10,0,1,0.07262076396242352,3.0,Positive
197,173,2,19,0,0,0.004936893618692339,4.0,Negative
198,191,7,15,3,0,0.06510600813655183,,Negative
199,89,1,8,3,2,0.1570805213278445,2.0,Negative
200,34,13,12,1,2,0.037716565326423354,5.0,Positive
201,79,10,4,1,1,0.25988539267004657,5.0,Positive
202,164,4,8,3,0,0.01799420104195786,5.0,Neutral
203,84,11,8,1,1,0.2327598275593757,4.0,Positive
204,38,17,9,4,1,0.13388753180418833,1.0,Neutral
205,103,8,13,3,2,0.18385420397574093,3.0,Negative
206,188,16,12,1,2,0.14503899256469294,5.0,Positive
207,36,15,11,0,1,0.12845847628754783,1.0,Negative
208,80,19,7,1,1,0.20410083742962432,2.0,Positive
209,11,18,2,3,1,0.06813805633403608,2.0,Positive
210,18,16,19,0,2,0.14603079654838744,2.0,Negative
211,124,12,16,4,1,0.24221003351516188,4.0,Neutral
212,97,14,12,2,2,0.04654272865735687,5.0,Positive
213,165,6,9,1,0,0.027819200517965725,2.0,Negative
214,120,9,17,1,0,0.18108408901044448,4.0,Negative
215,183,15,5,2,1,0.2890738544866083,,Positive
216,156,0,17,2,1,0.12876340724552612,1.0,Negative
217,24,15,18,3,2,0.24438795919189757,1.0,Negative
218,11,3,10,4,0,0.14107047675292297,3.0,Negative
219,58,9,0,3,0,0.07039605301015464,2.0,Positive
220,151,0,8,0,1,0.14552017459333624,4.0,Negative
221,155,18,10,3,2,0.13256655434753156,1.0,Neutral
222,83,11,11,2,2,0.07571204639829614,4.0,Positive
223,15,0,9,4,1,0.10593946389004162,1.0,Negative
224,30,17,8,3,2,0.11762821632782787,2.0,Positive
225,32,16,11,0,2,0.2577871848282496,2.0,Neutral
226,154,4,17,2,1,0.09224466994758523,5.0,Negative
227,48,17,17,1,1,0.2775455186274148,2.0,Negative
228,72,2,8,2,1,0.004048036670597166,5.0,Neutral
229,59,17,6,0,0,0.03851852133831139,2.0,Positive
230,107,15,4,3,1,0.008123769560133842,4.0,Positive
231,15,11,4,3,0,0.23030270363486402,5.0,Positive
232,74,10,11,3,0,0.037365659843477304,,Positive
233,155,16,6,1,1,0.17222348064757298,4.0,Positive
234,44,6,13,0,2,0.233365232141636,3.0,Negative
235,116,4,8,4,2,0.1468080191686892,1.0,Negative
236,56,8,0,1,0,0.029380110547186034,2.0,Positive
237,76,15,2,2,2,0.25123328447179255,1.0,Positive
238,74,0,10,0,0,0.06186671829036647,2.0,Negative
239,140,17,14,0,1,0.028328727708921086,5.0,Positive
240,24,5,17,4,0,0.23026015754047935,3.0,Negative
241,132,15,7,0,0,0.008371003293569,5.0,Positive
242,151,1,0,2,2,0.1853357465935035,4.0,Positive
243,46,13,12,1,0,0.1261146944849786,5.0,Positive
244,26,3,14,2,2,0.1303200115752773,2.0,Negative
245,124,14,6,2,0,0.24133010737203042,4.0,Positive
246,25,16,2,0,1,0.014008839349451518,2.0,Positive
247,38,8,17,1,1,0.22249437207440662,1.0,Negative
248,156,13,3,4,2,0.21164576498669882,2.0,Positive
249,29,12,7,2,2,0.26679721567239245,3.0,Positive
250,101,10,4,3,0,0.17314754520587974,,Positive
251,158,3,12,1,2,0.04802914022711445,3.0,Negative
252,160,2,8,0,2,0.013946561740018336,5.0,Neutral
253,125,5,8,2,0,0.13260442377371498,5.0,Positive
254,136,18,10,2,0,0.21606231213881447,2.0,Positive
255,81,16,18,2,1,0.012691602071591323,1.0,Negative
256,120,15,17,2,1,0.07447391189598297,1.0,Negative
257,148,4,3,2,1,0.2312359124069626,3.0,Neutral
258,64,9,18,2,0,0.06912780322017273,2.0,Negative
259,198,3,13,4,2,0.11433684271682086,3.0,Negative
260,46,15,3,3,1,0.22407409216194732,5.0,Positive
261,147,10,16,4,1,0.12912788801826533,2.0,Negative
262,26,1,3,4,2,0.231404398585537,2.0,Negative
263,85,16,9,2,0,0.0810676708310335,2.0,Positive
264,59,14,11,2,0,0.28741996252567226,3.0,Positive
265,124,8,1,2,1,0.028142681633697497,2.0,Positive
266,26,1,13,1,0,0.2254372650417419,4.0,Negative
267,111,6,6,0,1,0.022256087672631476,3.0,Neutral
268,52,12,4,0,1,0.25353601514168583,1.0,Neutral
269,163,5,19,3,2,0.040950265132896256,1.0,Negative
270,161,1,2,4,1,0.17594014119831183,4.0,Neutral
271,43,7,0,4,2,0.10007003171302407,1.0,Neutral
272,97,7,3,3,0,0.18141830245083604,2.0,Neutral
273,67,19,6,3,1,0.014346263357358911,5.0,Positive
274,133,5,4,1,2,0.26440460791822884,1.0,Negative
275,95,8,14,3,0,0.21426258925549263,3.0,Negative
276,135,18,12,3,2,0.10370187956012045,1.0,Neutral
277,102,10,12,3,2,0.14116053459058506,4.0,Neutral
278,93,16,6,2,2,0.18786301452141937,2.0,Positive
279,25,3,1,1,0,0.18534150625734805,1.0,Negative
280,153,1,7,2,1,0.19192076641254066,2.0,Negative
281,139,6,3,1,0,0.04647849338761536,4.0,Positive
282,139,19,0,0,1,0.23795411363053226,1.0,Positive
283,51,9,15,4,1,0.13791790943982385,4.0,Negative
284,13,3,5,4,2,0.24007012542149053,2.0,Negative
285,19,5,7,0,0,0.2785504683755496,5.0,Positive
286,124,8,15,3,1,0.030981520610645283,5.0,Neutral
287,32,12,7,0,1,0.10681185251653459,3.0,Positive
288,161,12,14,1,2,0.15929065569965897,2.0,Negative
289,83,3,11,0,0,0.04047388616133061,1.0,Negative
290,69,8,5,4,2,0.07774485388806335,4.0,Positive
291,152,19,4,4,1,0.01475668261869668,4.0,Positive
292,36,8,15,3,1,0.20440210918529186,2.0,Negative
293,101,7,1,0,0,0.14891766970779402,5.0,Positive
294,87,5,7,3,1,0.009379822359342049,4.0,Neutral
295,16,13,10,2,0,0.09109446460512259,3.0,Positive
296,48,16,10,1,2,0.12243938210109379,2.0,Positive
297,44,19,9,3,2,0.10277131052462796,1.0,Positive
298,153,7,1,4,1,0.005477352860987638,4.0,Positive
299,163,9,10,1,2,0.08631493434471267,1.0,Negative
300,77,14,9,2,0,0.02434518695965817,5.0,Positive
301,198,1,1,0,1,0.0017370090920430735,5.0,Positive
302,147,9,10,2,2,0.10596729991236455,1.0,Negative
303,114,9,2,0,0,0.11594175468649442,4.0,Positive
304,163,16,19,0,1,0.27434251825198863,5.0,Positive
305,22,16,7,3,1,0.03848892494110125,4.0,Positive
306,52,7,9,1,1,0.2101225562644941,4.0,Neutral
307,126,11,19,1,1,0.07906824142554186,5.0,Negative
308,123,0,3,2,2,0.14927111273413451,4.0,Neutral
309,164,9,2,4,2,0.1292263918934001,3.0,Positive
310,21,1,12,2,1,0.1452066109696984,5.0,Negative
311,196,16,13,2,0,0.22878232276722596,1.0,Negative
312,179,1,10,3,0,0.005536523257067571,3.0,Negative
313,169,12,14,4,1,0.098751586838233,1.0,Negative
314,153,6,1,3,2,0.10208629083703054,5.0,Positive
315,187,6,2,1,1,0.028423037946346385,2.0,Neutral
316,172,8,9,3,0,0.003205567084351657,4.0,Neutral
317,132,14,8,2,2,0.2157042578374113,3.0,Positive
318,159,8,10,1,0,0.264819525344659,4.0,Neutral
319,100,6,10,3,2,0.0932868335255068,3.0,Negative
320,91,11,2,0,2,0.19590807838150862,2.0,Positive
321,178,7,7,2,2,0.29854282774423524,2.0,Negative
322,56,6,12,2,2,0.04927189666513195,5.0,Neutral
323,148,5,4,3,2,0.08299887641355047,1.0,Negative
324,129,9,9,4,2,0.2454173421822714,3.0,Neutral
325,112,19,5,0,1,0.000982431664905492,1.0,Positive
326,16,2,19,3,0,0.1778038513879647,2.0,Negative
327,72,19,1,2,1,0.14340756769654853,4.0,Positive
328,102,11,3,2,1,0.21621631213873,4.0,Positive
329,137,2,16,2,1,0.15869016153300583,5.0,Negative
330,119,19,2,3,1,0.15484999978447705,4.0,Positive
331,26,17,9,1,0,0.2131000004188703,4.0,Positive
332,162,13,2,4,1,0.16499392253099693,2.0,Positive
333,131,15,10,3,2,0.2958462906942751,3.0,Positive
334,68,7,1,3,0,0.209394777546497,5.0,Positive
335,46,15,15,2,2,0.2420559537584679,1.0,Negative
336,83,16,18,4,1,0.1267614718751524,1.0,Negative
337,191,0,10,2,1,0.28740730506697826,2.0,Negative
338,117,4,18,0,2,0.13453223533063183,1.0,Negative
339,120,4,15,0,1,0.10383841491080216,4.0,Negative
340,21,17,5,2,1,0.28180003739388987,4.0,Positive
341,154,2,19,0,1,0.11312005378540729,4.0,Negative
342,18,3,14,0,1,0.10968182098593023,4.0,Negative
343,41,15,16,2,0,0.16691107845731695,2.0,Negative
344,91,19,17,0,2,0.25483385355553645,4.0,Positive
345,194,4,14,1,0,0.09903356012105707,4.0,Negative
346,145,15,9,2,1,0.24885131680700934,5.0,Positive
347,116,4,16,1,0,0.04889157183415804,2.0,Negative
348,170,17,7,3,2,0.051775034590885984,1.0,Positive
349,149,0,14,1,1,0.1352798989386257,3.0,Negative
350,171,0,9,3,2,0.0789915248697752,5.0,Negative
351,189,10,18,4,2,0.14531139654640088,4.0,Negative
352,138,7,1,0,1,0.0037421630312145958,3.0,Positive
353,166,0,14,4,0,0.08301822247303549,1.0,Negative
354,142,8,3,0,2,0.2842625525852963,1.0,Neutral
355,47,17,0,3,2,0.26378030056277674,1.0,Positive
356,30,7,11,2,1,0.008613806304886961,1.0,Negative
357,68,17,7,0,1,0.2413000331840826,2.0,Positive
358,129,7,9,1,1,0.13316256907219437,2.0,Negative
359,103,7,3,3,0,0.2450537403150502,3.0,Positive
360,29,12,17,1,0,0.08402993745130698,5.0,Neutral
361,104,15,7,0,0,0.16506145925116458,5.0,Positive
362,52,15,2,3,2,0.29583697625268346,1.0,Positive
363,71,6,10,1,1,0.09804788935775108,3.0,Negative
364,174,3,13,3,1,0.2654154080408972,2.0,Negative
365,11,3,15,3,2,0.2631743779856867,4.0,Negative
366,83,18,0,0,1,0.04621284987984385,3.0,Positive
367,52,13,19,0,0,0.07306385691204319,5.0,Neutral
368,39,14,14,4,1,0.038392886780277725,1.0,Negative
369,176,7,11,2,1,0.08640808527569346,5.0,Neutral
370,12,2,14,0,1,0.1571524567462758,5.0,Negative
371,108,11,15,2,0,0.2784229734199189,2.0,Negative
372,138,3,3,2,0,0.11897450991500493,3.0,Neutral
373,138,18,6,3,0,0.2963678658892733,5.0,Positive
374,38,11,4,0,1,0.11977086580457816,5.0,Positive
375,18,8,13,2,2,0.17670827823356502,4.0,Negative
376,126,0,9,4,1,0.28942995111494113,2.0,Negative
377,149,9,11,1,0,0.18047630593967118,1.0,Negative
378,66,10,13,2,2,0.11607033544917178,3.0,Negative
379,149,10,18,1,2,0.1576588261773628,4.0,Negative
380,159,7,17,4,0,0.16312824624953845,3.0,Negative
381,92,16,17,1,2,0.0315159338820286,3.0,Neutral
382,116,10,1,4,0,0.12139427993783315,1.0,Positive
383,125,9,10,0,1,0.15790568464888222,3.0,Neutral
384,176,19,14,0,0,0.23377805146375608,,Positive
385,93,9,4,2,0,0.0018119965070451547,2.0,Neutral
386,187,12,4,3,0,0.24416764776440886,5.0,Positive
387,119,16,19,0,0,0.08106282086607515,4.0,Neutral
388,197,14,6,0,2,0.21461777080421893,4.0,Positive
389,173,13,1,0,1,0.23170465213306723,1.0,Positive
390,99,10,0,0,0,0.25788902574938793,3.0,Positive
391,199,10,0,4,0,0.2855579145259932,4.0,Positive
392,88,17,14,2,2,0.27000377731751574,5.0,Positive
393,67,15,0,4,2,0.18995630907138453,1.0,Positive
394,67,9,5,0,0,0.21763540601635697,2.0,Neutral
395,177,1,12,4,0,0.21063592651228188,2.0,Negative
396,53,18,6,3,0,0.1553631318477214,2.0,Positive
397,133,7,11,3,2,0.2305786442867499,2.0,Negative
398,108,17,3,0,1,0.13589024183630302,1.0,Positive
399,72,12,9,2,0,0.24598921768765528,3.0,Positive
